,file,blur,brightness,hash,similar_images
34,D:\My Documents\SkyDrive\images\20111229_165904_Android.jpg,48.51712411596674,120.56324198404948,01197f393a1a0b1e,
35,D:\My Documents\SkyDrive\images\20111229_165908_Android.jpg,17.106929516432015,145.35590413411458,8101030303070f0f,
36,D:\My Documents\SkyDrive\images\20111229_165912_Android.jpg,37.11719249839385,118.24049845377604,03b3317d4b1b1103,
37,D:\My Documents\SkyDrive\images\20111229_165916_Android.jpg,25.6091813661257,92.30458760579427,830363000ede888f,
38,D:\My Documents\SkyDrive\images\20120205_120358_Android.jpg,19.60668863138209,136.0760439046224,030302e3c7dfff7e,
39,D:\My Documents\SkyDrive\images\20120206_120444_Android.jpg,9.875551542778783,124.83382751464843,ff7f2424ff9fbf3f,
40,D:\My Documents\SkyDrive\images\20120206_120456_Android.jpg,9.990021768677206,132.01681864420573,ffff10007f7c7f38,0.875-D:\My Documents\SkyDrive\images\20120206_120502_Android.jpg
41,D:\My Documents\SkyDrive\images\20120206_120502_Android.jpg,10.09660156046002,133.4449139404297,ffff10007f7c7eb8,0.875-D:\My Documents\SkyDrive\images\20120206_120456_Android.jpg
42,D:\My Documents\SkyDrive\images\20120206_120508_Android.jpg,10.314069611818194,125.2891914876302,ff3f10367fffbf3f,
43,D:\My Documents\SkyDrive\images\20120206_135516_Android.jpg,14.071607867062063,139.9406599934896,efe383c3cfe3f0f0,
44,D:\My Documents\SkyDrive\images\20120206_135528_Android.jpg,18.6960709631602,117.4488612874349,ffefbb1f07030180,
45,D:\My Documents\SkyDrive\images\20120206_155054_Android.jpg,22.633689144574575,149.91219258626302,fe7f61418385e7ff,
46,D:\My Documents\SkyDrive\images\20120206_155102_Android.jpg,24.59639994264442,143.67063171386718,f8fd8181838bffff,
47,D:\My Documents\SkyDrive\images\20120206_155556_Android.jpg,31.119143653784153,147.55529256184897,ff7f634101038f87,
48,D:\My Documents\SkyDrive\images\20120207_143410_Android.jpg,9.558508094722976,129.47475606282552,3f3b3cef0f3f7f00,
49,D:\My Documents\SkyDrive\images\20120207_143436_Android.jpg,19.604546302751558,115.12036437988282,07fffbfb00081a54,
50,D:\My Documents\SkyDrive\images\20120207_143814_Android.jpg,19.916801740108422,119.70281677246093,ffff3f1304060f0f,
51,D:\My Documents\SkyDrive\images\20120207_144356_Android.jpg,10.987093281248166,126.53146667480469,fcffffefc3c3cfcf,
52,D:\My Documents\SkyDrive\images\20120207_144402_Android.jpg,12.245463629835795,125.40336853027344,f8ffffffe3e1c146,
53,D:\My Documents\SkyDrive\images\20120207_152526_Android.jpg,8.132066038828704,127.86081339518229,ffffff86849c9c18,
54,D:\My Documents\SkyDrive\images\20120207_152542_Android.jpg,7.780779417171696,119.78910685221354,ffff7f5f1f3f1f1e,
55,D:\My Documents\SkyDrive\images\20120212_123734_Android.jpg,32.44733867725965,139.0464824120603,fdfdf79393110183,
56,D:\My Documents\SkyDrive\images\20120212_123738_Android.jpg,227.9503089791328,118.61659338358459,0000fff491f7ffff,1.0-D:\My Documents\SkyDrive\images\20120212_123808_Android.jpg
57,D:\My Documents\SkyDrive\images\20120212_123740_Android.jpg,266.03631264149817,130.82446189279733,20779e8c978f8e9c,
58,D:\My Documents\SkyDrive\images\20120212_123744_Android.jpg,149.70613490356232,139.63264656616414,e0feefc70383a6fc,
59,D:\My Documents\SkyDrive\images\20120212_123746_Android.jpg,227.22890086864737,141.59345896147403,ffffc70007830307,
60,D:\My Documents\SkyDrive\images\20120212_123750_Android.jpg,286.680772041737,174.5870728643216,07ffe3e3e0e0f9ee,
61,D:\My Documents\SkyDrive\images\20120212_123754_Android.jpg,49.67000227793068,151.38462939698493,fffbf9c1f9c10160,
62,D:\My Documents\SkyDrive\images\20120212_123756_Android.jpg,94.44278056907584,136.98116415410385,f17f272763c7cfff,
63,D:\My Documents\SkyDrive\images\20120212_123808_Android.jpg,1161.173521751761,120.98259422110553,0000fff491f7ffff,1.0-D:\My Documents\SkyDrive\images\20120212_123738_Android.jpg
64,D:\My Documents\SkyDrive\images\20120212_123812_Android.jpg,1049.4025622468569,101.36387180144389,ffe7e78100008080,
65,D:\My Documents\SkyDrive\images\20120212_123816_Android.jpg,162.67663906477097,196.88547319933,ffdfc7c3e3e3e3eb,
66,D:\My Documents\SkyDrive\images\20120212_123822_Android.jpg,724.9545749218203,156.49418969849245,007f0600c0efffff,
67,D:\My Documents\SkyDrive\images\20120212_123830_Android.jpg,309.4929561485146,150.9927135678392,ff3f0f03038f01b8,
68,D:\My Documents\SkyDrive\images\20120212_123838_Android.jpg,203.88857250378075,149.5533040201005,ff9fcf23038d8301,
69,D:\My Documents\SkyDrive\images\20120212_123844_Android.jpg,1067.221715381486,134.5847445561139,00f09f9999fbffff,0.9375-D:\My Documents\SkyDrive\images\20120212_123908_Android.jpg
70,D:\My Documents\SkyDrive\images\20120212_123850_Android.jpg,73.14823492957899,108.82051458333333,83efcfc783020202,
71,D:\My Documents\SkyDrive\images\20120212_123856_Android.jpg,50.93874376730367,103.35804229480738,ffffa183839391f1,
72,D:\My Documents\SkyDrive\images\20120212_123858_Android.jpg,82.98235305489972,145.735121440536,00000007ffffffff,"1.0-D:\My Documents\SkyDrive\images\20120212_123912_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120316_200348_Android.jpg"
73,D:\My Documents\SkyDrive\images\20120212_123904_Android.jpg,121.57242451367321,142.85720477386934,3f38f0f0e0e0f0e3,
74,D:\My Documents\SkyDrive\images\20120212_123908_Android.jpg,142.86202139087393,132.23334170854272,00f09f9999f9ffff,0.9375-D:\My Documents\SkyDrive\images\20120212_123844_Android.jpg
75,D:\My Documents\SkyDrive\images\20120212_123912_Android.jpg,687.8628008338736,147.38336683417086,00000007ffffffff,"1.0-D:\My Documents\SkyDrive\images\20120212_123858_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120316_200348_Android.jpg"
76,D:\My Documents\SkyDrive\images\20120212_123914_Android.jpg,97.21639237844985,145.93478015075377,ffefe7e3e38180e0,
77,D:\My Documents\SkyDrive\images\20120214_140328_Android.jpg,11.712692225326022,136.85790344238282,19fdffefc3c7ff7f,
78,D:\My Documents\SkyDrive\images\20120214_140346_Android.jpg,13.944431741178002,135.95643025716146,ffefef830101010f,
79,D:\My Documents\SkyDrive\images\20120214_153056_Android.jpg,34.22115172788395,122.23161499023438,030000f0fcfeffff,
80,D:\My Documents\SkyDrive\images\20120214_153102_Android.jpg,33.9512911823756,94.8941933186849,010101031f3f1f01,
81,D:\My Documents\SkyDrive\images\20120316_200348_Android.jpg,24.405690707928557,104.07417154947916,0000001038ffffff,"0.8125-D:\My Documents\SkyDrive\images\20120212_123858_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120212_123912_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120409_170056_Android.jpg,0.875-D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg"
82,D:\My Documents\SkyDrive\images\20120316_200400_Android.jpg,29.74288085678805,93.65086812337239,00000000f7f7ffff,
83,D:\My Documents\SkyDrive\images\20120316_202714_Android.jpg,29.40956977264236,96.9651607721109,000000e0fcff7f7f,
84,D:\My Documents\SkyDrive\images\20120316_202738_Android.jpg,18.41086914465515,115.67703609624823,000000eefeffffff,"0.8125-D:\My Documents\SkyDrive\images\20120409_170056_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130907_131530_Android.jpg"
85,D:\My Documents\SkyDrive\images\20120316_203954_Android.jpg,50.17741003112724,129.61015869140624,6000048ccdff7fff,
86,D:\My Documents\SkyDrive\images\20120405_162354_Android.jpg,87.78553605405486,134.2537068684896,ffff1f0000030787,
87,D:\My Documents\SkyDrive\images\20120409_170056_Android.jpg,30.878902749533992,126.37325663248699,000002e0f3ffffff,"0.8125-D:\My Documents\SkyDrive\images\20120316_200348_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120316_202738_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203300_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203302_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130907_131530_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20131213_145448_Android.jpg"
88,D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg,30.39363375795846,112.00709289550781,000000c1e3ffffff,"0.875-D:\My Documents\SkyDrive\images\20120316_200348_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120316_202738_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120409_170056_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203114_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203300_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203302_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130907_131530_Android.jpg"
89,D:\My Documents\SkyDrive\images\20120410_132522_Android.jpg,57.0179150390583,132.65673645019533,dfd90884c760e0f8,
90,D:\My Documents\SkyDrive\images\20120410_163718_Android.jpg,34.59517695168636,164.1258575439453,fffffff7e1c00070,0.8125-D:\My Documents\SkyDrive\images\20140217_060104_Android.jpg
91,D:\My Documents\SkyDrive\images\20120413_193004_Android.jpg,13.622869462664747,124.11738830566406,fcfffb1a18180000,
92,D:\My Documents\SkyDrive\images\20120413_193118_Android.jpg,17.55185966066083,123.79352376302083,ff3b3b390c0c1c0c,
93,D:\My Documents\SkyDrive\images\20120413_213652_Android.jpg,10.482775878895662,133.00427266438803,ffff9a981808040e,
94,D:\My Documents\SkyDrive\images\20121109_151213_Android 3.jpg,75.6752588818846,74.48726372682225,0803383c3e3f3f07,
95,D:\My Documents\SkyDrive\images\20121109_192216_Android 3-nir-pc.jpg,75.12688372331495,95.28570422394502,fcf8f0f0f0f0f8fc,1.0-D:\My Documents\SkyDrive\images\20121109_192216_Android 3.jpg
96,D:\My Documents\SkyDrive\images\20121109_192216_Android 3.jpg,75.12688372331495,95.28570422394502,fcf8f0f0f0f0f8fc,1.0-D:\My Documents\SkyDrive\images\20121109_192216_Android 3-nir-pc.jpg
97,D:\My Documents\SkyDrive\images\20121110_193254_Android.jpg,16.969535564644804,81.30215060208866,404444ecee6e2e0e,
98,D:\My Documents\SkyDrive\images\20121110_213310_Android-nir-pc.jpg,62.958257278781076,138.72934149882778,1f05050c4cbcff6f,1.0-D:\My Documents\SkyDrive\images\20121110_213310_Android.jpg
99,D:\My Documents\SkyDrive\images\20121110_213310_Android.jpg,62.958257278781076,138.72934149882778,1f05050c4cbcff6f,1.0-D:\My Documents\SkyDrive\images\20121110_213310_Android-nir-pc.jpg
100,D:\My Documents\SkyDrive\images\20121227_183342_Android.jpg,260.9650855146976,127.40932404891305,000083c1ffffffff,
101,D:\My Documents\SkyDrive\images\20130104_114705_Android 2.jpg,548.0165351699371,95.0625141530797,c0d878d040008ece,
102,D:\My Documents\SkyDrive\images\20130114_193437_Android.jpg,79.66075897924419,106.00285409340367,eeffffe200000604,
103,D:\My Documents\SkyDrive\images\20130114_193442_Android 1.jpg,13.387666839805394,94.23618426310742,fff6f3e320000001,
104,D:\My Documents\SkyDrive\images\20130130_152442_Android.jpg,37.573078670161095,72.93324758232097,ffeff1f1c1000000,
105,D:\My Documents\SkyDrive\images\20130213_191925_Android.jpg,54.73371678924197,100.8416363624254,f9fc60400040f3ff,
106,D:\My Documents\SkyDrive\images\20130503_133241_Android.jpg,296.9411256757771,108.42736392453223,03cff9f1848c5808,
107,D:\My Documents\SkyDrive\images\20130511_192836_Android.jpg,113.5171773738637,61.018022665561325,00091c3c3c7c3c10,
108,D:\My Documents\SkyDrive\images\20130517_192032_Android.jpg,118.33876009110679,114.41780179698513,67e7fbb322300440,
109,D:\My Documents\SkyDrive\images\20130517_192046_Android.jpg,168.28195335205123,114.4943173398853,ffff878f03020000,
110,D:\My Documents\SkyDrive\images\20130517_192326_Android.jpg,81.66811010560836,102.80885394139273,92ab2d2c342c3c3e,
111,D:\My Documents\SkyDrive\images\20130517_192330_Android.jpg,113.39354884558395,84.39106490993048,918099203c3c3c3f,
112,D:\My Documents\SkyDrive\images\20130517_192606_Android.jpg,547.152951384589,95.33788173919486,bbbd3c301c1e36d7,
113,D:\My Documents\SkyDrive\images\20130517_192610_Android.jpg,385.1095991620568,93.29866630322472,82be3c283c1c3e3e,
114,D:\My Documents\SkyDrive\images\20130517_203054_Android.jpg,156.0785580237432,125.09686578879918,f0fde643071f1f0f,
115,D:\My Documents\SkyDrive\images\20130517_203114_Android.jpg,47.57328160222806,110.83037410991766,0000b0c3fffffffc,"0.8125-D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203302_Android.jpg"
116,D:\My Documents\SkyDrive\images\20130517_203134_Android.jpg,173.43511215254182,110.09814897415256,0060f0f0dfffff00,
117,D:\My Documents\SkyDrive\images\20130517_203138_Android.jpg,180.39830844068157,107.42824136650167,00e4f2f1efffff00,
118,D:\My Documents\SkyDrive\images\20130517_203146_Android.jpg,34.56461490811814,109.31986132637287,0090d0c3d7f1c0e3,
119,D:\My Documents\SkyDrive\images\20130517_203300_Android.jpg,121.55112951181738,123.42008119373158,0000a0e3fffffef8,"0.8125-D:\My Documents\SkyDrive\images\20120409_170056_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg,0.875-D:\My Documents\SkyDrive\images\20130517_203302_Android.jpg"
120,D:\My Documents\SkyDrive\images\20130517_203302_Android.jpg,110.6678273600089,110.85573131928425,000030e3fffffefc,"0.8125-D:\My Documents\SkyDrive\images\20120409_170056_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20120409_170104_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20130517_203114_Android.jpg,0.875-D:\My Documents\SkyDrive\images\20130517_203300_Android.jpg"
121,D:\My Documents\SkyDrive\images\20130517_203308_Android.jpg,146.23832228061832,115.84371796104062,6e000069f7f3d3df,
122,D:\My Documents\SkyDrive\images\20130517_203314_Android.jpg,30.830377432794112,95.1812008402217,000c1cf9fbf0f0b8,
123,D:\My Documents\SkyDrive\images\20130517_203318_Android.jpg,42.984156933239085,93.23947895641099,001818fbebf9e0b8,
124,D:\My Documents\SkyDrive\images\20130518_124026_Android.jpg,142.8936383610521,110.24147250556678,3fb7878303030700,
125,D:\My Documents\SkyDrive\images\20130518_191558_Android.jpg,138.5019742048099,107.22998240860886,f8f03cfef1c00000,0.875-D:\My Documents\SkyDrive\images\20130518_191600_Android.jpg
126,D:\My Documents\SkyDrive\images\20130518_191600_Android.jpg,98.15366455960765,104.02168737184417,f8f83cfef0c00000,0.875-D:\My Documents\SkyDrive\images\20130518_191558_Android.jpg
127,D:\My Documents\SkyDrive\images\20130518_201610_Android.jpg,313.48093412873754,92.96020723700019,0082d7fef8f0f0e0,
128,D:\My Documents\SkyDrive\images\20130520_194454_Android.jpg,116.23929594055556,115.39596411736672,f3c3c118d8dcfcfc,
129,D:\My Documents\SkyDrive\images\20130520_194502_Android.jpg,162.96250829413273,132.81786552447775,f3e10100f8f8feff,
130,D:\My Documents\SkyDrive\images\20130520_194510_Android.jpg,150.30853091226592,161.0325868756408,e3210040f8f8ffff,
131,D:\My Documents\SkyDrive\images\20130520_195102_Android.jpg,136.3822688049711,95.54583673747277,a6221b39380f0b00,
132,D:\My Documents\SkyDrive\images\20130520_195106_Android.jpg,93.48647853685004,87.73386588091118,e6861b391c1d0b00,
133,D:\My Documents\SkyDrive\images\20130523_083346_Android.jpg,122.42444629350373,119.16961312455946,b7b7b3a030343c7e,
134,D:\My Documents\SkyDrive\images\20130523_223112_Android.jpg,131.02306263641023,124.29940745446463,3f1f0b0b0f8782c4,
135,D:\My Documents\SkyDrive\images\20130523_223120_Android.jpg,151.0140170362879,132.7832962382257,3f1f0f038783c2ec,
136,D:\My Documents\SkyDrive\images\20130523_223126_Android.jpg,148.17058047304843,127.24308058599257,cfc7c70707071f0f,
137,D:\My Documents\SkyDrive\images\20130524_210110_Android.jpg,129.89231465056776,85.62184316128412,fefc3c1317130303,
138,D:\My Documents\SkyDrive\images\20130524_210206_Android.jpg,114.48620985440627,95.5248956481081,e6bc406cfcf8f062,
139,D:\My Documents\SkyDrive\images\20130525_120444_Android.jpg,158.7701005243293,130.8350420361159,c9d9836343878e3e,
140,D:\My Documents\SkyDrive\images\20130525_120446_Android.jpg,136.6218193783608,126.32067356405389,41494323266e7efc,
141,D:\My Documents\SkyDrive\images\20130525_120646_Android.jpg,667.4099707744617,103.06271476114956,04c889febc9818fc,
142,D:\My Documents\SkyDrive\images\20130525_120650_Android.jpg,95.21692533759516,124.58027248634339,fbbae0ecc0c0f840,
143,D:\My Documents\SkyDrive\images\20130525_120656_Android-nir-pc.jpg,210.42465200366078,123.27285992266596,fffbe1e0d0f0d210,1.0-D:\My Documents\SkyDrive\images\20130525_120656_Android.jpg
144,D:\My Documents\SkyDrive\images\20130525_120656_Android.jpg,210.42465200366078,123.27285992266596,fffbe1e0d0f0d210,1.0-D:\My Documents\SkyDrive\images\20130525_120656_Android-nir-pc.jpg
145,D:\My Documents\SkyDrive\images\20130531_145836_Android.jpg,104.66345763478004,116.4353844274638,87c38f8f8c22031f,
146,D:\My Documents\SkyDrive\images\20130531_145840_Android.jpg,178.8110094346068,128.7839519105232,c9c1c3c7b412137f,
147,D:\My Documents\SkyDrive\images\20130531_145846_Android.jpg,129.3642529074812,119.70133569921023,cfc3c7af9c200227,
148,D:\My Documents\SkyDrive\images\20130601_113546_Android.jpg,31.318522144415464,121.80109738441945,fff4e000e5030301,
149,D:\My Documents\SkyDrive\images\20130601_113558_Android.jpg,42.22927592423022,117.41384736339388,ffe0000103030301,
150,D:\My Documents\SkyDrive\images\20130614_145731_Android 3.jpg,175.59511824499933,130.04542285919678,3e3e2011a1b9dbf9,
151,D:\My Documents\SkyDrive\images\20130614_145731_Android 4.jpg,199.6081326096434,126.83044794970684,7d1d898383d1d8f0,
152,D:\My Documents\SkyDrive\images\20130614_145731_Android 5.jpg,168.2804158738571,130.66762458149108,7c5d690103a19bfb,
153,D:\My Documents\SkyDrive\images\20130615_095940_Android.jpg,448.7986445937947,70.49914696270665,07172fe7ace083c1,
154,D:\My Documents\SkyDrive\images\20130615_095942_Android.jpg,533.1208548289337,67.21015417247372,03137fa6ad8383e0,
155,D:\My Documents\SkyDrive\images\20130619_183351_Android 2.jpg,263.2614605930106,107.56552505346501,c0e0e6773d7f1d84,
156,D:\My Documents\SkyDrive\images\20130619_183351_Android 3.jpg,227.44340537205434,104.2348540825644,f0f0f1e43e1980cc,
157,D:\My Documents\SkyDrive\images\20130622_174425_Android 4.jpg,136.316757759336,92.78293392264995,7ffc7f1e3e000001,
158,D:\My Documents\SkyDrive\images\20130622_174425_Android 5.jpg,118.88286389029003,91.24275393878956,7fff6e1f3c2f0000,
159,D:\My Documents\SkyDrive\images\20130624_184347_Android.jpg,28.726133098854767,120.97939406818692,fffff7f781000000,"0.875-D:\My Documents\SkyDrive\images\20111009_200736_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20111009_203502_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20111009_204008_Android.jpg,0.8125-D:\My Documents\SkyDrive\images\20131209_113136_Android.jpg,0.875-D:\My Documents\SkyDrive\images\20140329_140858_Android.jpg"
160,D:\My Documents\SkyDrive\images\20130712_150608_Android.jpg,141.89402636113763,87.86009180345118,00001c3e3e177f7f,
161,D:\My Documents\SkyDrive\images\20130712_182740_Android.jpg,957.2215843994899,71.55285274621212,0b01000c3e373f7f,
162,D:\My Documents\SkyDrive\images\20130712_182816_Android.jpg,213.79458308064468,88.21849970666258,ffff0c8cc4020303,
163,D:\My Documents\SkyDrive\images\20130712_182836_Android.jpg,371.15684350665646,105.28509885789715,ffff0c0c0c020206,
164,D:\My Documents\SkyDrive\images\20130712_182858_Android.jpg,446.5132058667124,67.6293062012167,f700081c0e2626c7,
165,D:\My Documents\SkyDrive\images\20130719_144744_Android.jpg,31.099065482123468,114.2838589493419,3f03870f8cc1c00c,
166,D:\My Documents\SkyDrive\images\20130719_144748_Android.jpg,31.903099402996354,120.38250023116264,8a3c683470777ffe,
167,D:\My Documents\SkyDrive\images\20130720_124422_Android.jpg,32.084475387060024,101.75973912100807,7f6707dfd7060000,
